latitude,longitude,shebei,cengshu,gaodu,zhengpin,cishu,cev,k30,sr,mol,quyu,vbrt_type,id,v,latitude2,longitude2,shebei2,cengshu2,gaodu2,zhengpin2,cishu2,cev2,k302,sr2,mol2,quyu2,vbrt_type2,id2,v2
30.63260691,103.9686066,6667,1,490.2,31,1,24.5004,106.3553895,76.00826561,80.65992742,4,0,279067,1,30.63260691,103.9686066,6667,1,490.2,31,2,24.6198,106.3553895,76.00826561,80.65992742,4,0,279338,0.83
30.63260582,103.9685993,6667,1,490.21,31,1,13.6822,104.7380787,75.43080056,79.43335891,4,0,279068,1,30.63260582,103.9685993,6667,1,490.21,31,2,16.8702,104.7380787,75.43080056,79.43335891,4,0,279339,0.83
30.63272292,103.9685447,6667,1,490.11,32,2,41.1466,120.6653923,80.76543703,91.51263353,4,0,279287,0.83,30.63272292,103.9685447,6667,1,490.11,32,3,50.6949,120.6653923,80.76543703,91.51263353,4,0,279016,0.96
30.63272837,103.968542,6667,1,490.1,32,2,25.0378,111.9802441,77.95040905,84.92581714,4,0,279288,0.83,30.63272837,103.968542,6667,1,490.1,32,3,44.5044,111.9802441,77.95040905,84.92581714,4,0,279017,0.96
30.63273391,103.9685392,6667,1,490.09,31,2,26.9461,104.5265775,75.35462499,79.27295635,4,0,279289,0.83,30.63273391,103.9685392,6667,1,490.09,31,3,42.2606,104.5265775,75.35462499,79.27295635,4,0,279018,0.96
30.63273978,103.9685365,6667,1,490.09,31,2,23.9117,103.2312355,74.8846971,78.29056901,4,0,279290,0.83,30.63273978,103.9685365,6667,1,490.09,31,3,38.4458,103.2312355,74.8846971,78.29056901,4,0,279019,0.96
30.63274584,103.9685347,6667,1,490.08,31,2,9.4908,92.2557861,70.64865913,69.96678818,4,0,279291,0.83,30.63274584,103.9685347,6667,1,490.08,31,3,35.9973,92.2557861,70.64865913,69.96678818,4,0,279020,0.96
30.63275225,103.9685347,6667,1,490.07,31,2,53.947,140.8532056,86.59518936,106.8230711,4,0,279292,0.83,30.63275225,103.9685347,6667,1,490.07,31,3,58.6477,140.8532056,86.59518936,106.8230711,4,0,279021,0.96
30.6327585,103.9685363,6667,1,490.07,31,2,19.0226,106.2455289,75.96931848,80.57660912,4,0,279293,0.83,30.6327585,103.9685363,6667,1,490.07,31,3,35.8609,106.2455289,75.96931848,80.57660912,4,0,279022,0.96
30.63276234,103.9685391,6667,1,490.06,31,2,35.3333,110.9625934,77.60637078,84.15403083,4,0,279294,0.83,30.63276234,103.9685391,6667,1,490.06,31,3,41.5654,110.9625934,77.60637078,84.15403083,4,0,279023,0.96
